<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.11.02	1.61407	1.63205	1.61365	1.62497	59316	0	3
2021.11.03	1.62502	1.62797	1.61795	1.62173	63924	0	2
2021.11.04	1.62120	1.62708	1.61770	1.62564	63569	0	0
2021.11.05	1.62557	1.63254	1.62162	1.62440	62446	0	3
2021.11.08	1.62400	1.62794	1.61252	1.61637	53557	0	4
2021.11.09	1.61587	1.62830	1.61480	1.62577	64944	0	11
2021.11.10	1.62573	1.63113	1.62311	1.62608	69924	0	4
2021.11.11	1.62554	1.63513	1.62390	1.63058	58707	0	2
2021.11.12	1.63015	1.63472	1.62374	1.62499	49269	0	12
2021.11.15	1.62470	1.62720	1.61227	1.61300	57993	0	8
2021.11.16	1.61300	1.62204	1.61134	1.61873	62719	0	7
2021.11.17	1.61873	1.62055	1.61187	1.61722	63448	0	2
2021.11.18	1.61700	1.61907	1.60625	1.61298	59511	0	0
2021.11.19	1.61335	1.61627	1.60814	1.61259	78173	0	11
2021.11.22	1.60870	1.61719	1.60684	1.61467	69982	0	6
2021.11.23	1.61233	1.62603	1.60908	1.61838	77669	0	11
2021.11.24	1.61820	1.63247	1.61634	1.62904	71795	0	6
2021.11.25	1.62888	1.63959	1.62616	1.63353	47934	0	1
2021.11.26	1.63230	1.66279	1.63200	1.65966	95481	0	1
2021.11.29	1.65130	1.65990	1.64769	1.65427	76590	0	1
2021.11.30	1.65379	1.66895	1.65209	1.66138	99303	0	2
2021.12.01	1.66233	1.66312	1.65117	1.66199	96922	0	1
2021.12.02	1.66199	1.66788	1.65683	1.65693	72645	0	12
2021.12.03	1.65651	1.67732	1.65413	1.67609	78916	0	7
2021.12.06	1.67030	1.67655	1.66856	1.67013	57937	0	1
2021.12.07	1.66985	1.67451	1.65729	1.65908	60822	0	7
2021.12.08	1.65733	1.66825	1.65733	1.66558	65848	0	9
2021.12.09	1.66510	1.66755	1.65946	1.66131	55973	0	15
2021.12.10	1.66108	1.66683	1.65951	1.66459	58850	0	14
2021.12.13	1.66140	1.67261	1.66121	1.67027	52086	0	15
2021.12.14	1.66824	1.67604	1.66626	1.66921	57515	0	1
2021.12.15	1.66837	1.67483	1.66326	1.66394	70368	0	3
2021.12.16	1.66394	1.67006	1.65485	1.66571	69146	0	3
2021.12.17	1.66542	1.67536	1.66418	1.66809	64157	0	9
2021.12.20	1.66350	1.68279	1.66350	1.67904	70040	0	15
2021.12.21	1.67917	1.68178	1.66509	1.66665	50568	0	11
2021.12.22	1.66718	1.67222	1.66035	1.66260	48977	0	1
2021.12.23	1.66260	1.66850	1.65499	1.65891	45409	0	1
2021.12.24	1.65860	1.66372	1.65429	1.66002	82418	0	24
2021.12.27	1.65723	1.66612	1.65227	1.66147	34550	0	1
2021.12.28	1.66120	1.66496	1.65836	1.66147	41066	0	4
2021.12.29	1.66140	1.66475	1.65848	1.66177	41969	0	13
2021.12.30	1.66177	1.66206	1.65262	1.65710	40238	0	9
2021.12.31	1.65710	1.66429	1.65406	1.66223	35687	0	5
